"Staten Island Rolling Sales File.  All Sales From July 2015 - June 2016.",,,,,,,,,,,,,,,,,,,,
"Sales File as of 6/30/2016  Co-op Sales Files as of 7/2/2016",,,,,,,,,,,,,,,,,,,,
"Neighborhood Names and Descriptive Data as of 5/26/2016",,,,,,,,,,,,,,,,,,,,
"Building Class Category is based on Building Class at Time of Sale.",,,,,,,,,,,,,,,,,,,,
"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5278","45"," ","A2","151 DRIGGS STREET                        ","            ","10308","1","0","1","5700","1394","1960","1","A2","0","12-17-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5280","3"," ","A2","146 KING STREET                          ","            ","10308","1","0","1","5200","864","1955","1","A2","440000","01-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5280","5"," ","A2","142 KING STREET                          ","            ","10308","1","0","1","6466","960","1955","1","A2","460000","04-22-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5280","24"," ","A5","73 RUSSELL STREET                        ","            ","10308","1","0","1","1200","1200","1992","1","A5","345000","08-13-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5282","55"," ","A2","28 WILLIAM AVENUE                        ","            ","10308","1","0","1","3320","1144","1955","1","A2","360000","04-04-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5283","16"," ","A2","236 ARMSTRONG AVENUE                     ","            ","10308","1","0","1","4500","1040","1955","1","A2","77000","04-08-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5283","49"," ","A1","203 ROBINSON AVENUE                      ","            ","10312","1","0","1","4000","1776","1955","1","A1","0","07-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5286","57"," ","A2","143 ROBINSON AVENUE                      ","            ","10312","1","0","1","5898","1000","1960","1","A2","494000","09-21-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5289","17"," ","A1","122 PACIFIC AVENUE                       ","            ","10312","1","0","1","4750","1800","1955","1","A1","425000","08-31-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5290","35"," ","A2","206 THORNYCROFT AVENUE                   ","            ","10312","1","0","1","3600","914","1955","1","A2","0","10-08-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5292","59"," ","A2","155 WINCHESTER AVENUE                    ","            ","10312","1","0","1","4500","1160","1955","1","A2","355000","03-04-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5293","4"," ","A2","71 RIDGECREST AVENUE                     ","            ","10312","1","0","1","8500","1043","1945","1","A2","400000","04-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5293","92"," ","A2","204 WINCHESTER AVENUE                    ","            ","10312","1","0","1","4000","1025","1950","1","A2","0","01-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5294","40"," ","A1","152 RIDGECREST AVENUE                    ","            ","10312","1","0","1","3854","1855","1965","1","A1","10","12-09-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5295","1"," ","A1","355 KING STREET                          ","            ","10312","1","0","1","4000","1928","1950","1","A1","0","05-03-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5296","62"," ","A5","114 WINCHESTER AVENUE                    ","            ","10312","1","0","1","2667","1520","1975","1","A5","445000","04-07-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5297","20"," ","A1","4283 RICHMOND AVENUE                     ","            ","10312","1","0","1","4000","2110","1975","1","A1","0","10-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5297","46"," ","A2","38 RIDGECREST AVENUE                     ","            ","10312","1","0","1","6300","1080","1950","1","A2","427000","10-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5298","49"," ","A1","23 SWEETWATER AVENUE                     ","            ","10308","1","0","1","3690","1980","1925","1","A1","0","01-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5303","47"," ","A2","209 WIMAN AVENUE                         ","            ","10308","1","0","1","5670","1827","1940","1","A2","545000","08-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","37"," ","A1","174 WIMAN AVENUE                         ","            ","10308","1","0","1","6750","1697","1930","1","A1","451000","11-13-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","51"," ","A2","200 WIMAN AVENUE                         ","            ","10308","1","0","1","3375","740","1930","1","A2","275000","02-23-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","54"," ","A6","206 WIMAN AVENUE                         ","            ","10308","1","0","1","3375","684","1930","1","A6","400000","07-22-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","70"," ","A2","236 WIMAN AVENUE                         ","            ","10308","1","0","1","3375","612","1935","1","A2","243749","02-17-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","76"," ","A0","250 WIMAN AVENUE                         ","            ","10308","1","0","1","3930","1323","1960","1","A0","375000","09-30-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","99"," ","A5","89 GOODALL STREET                        ","            ","10308","1","0","1","3375","1920","2015","1","A5","569201","02-29-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5306","100"," ","A5","87 GOODALL STREET                        ","            ","10308","1","0","1","3375","1920","2015","1","A5","569201","03-04-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5307","15"," ","A2","6 GOODALL STREET                         ","            ","10308","1","0","1","2600","1188","1930","1","A2","300000","02-25-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5307","33"," ","A2","48 GOODALL STREET                        ","            ","10308","1","0","1","3375","828","1930","1","A2","283000","01-12-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5307","45"," ","A2","64 GOODALL STREET                        ","            ","10308","1","0","1","5400","1466","1930","1","A2","405000","02-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5307","80"," ","A3","220 TENNYSON DRIVE                       ","            ","10308","1","0","1","5040","3862","2005","1","A3","700000","11-11-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5307","88"," ","A1","91 GLOVER STREET                         ","            ","10308","1","0","1","2970","1190","1944","1","A1","349000","01-07-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5310","23"," ","A2","30 GLOVER STREET                         ","            ","10308","1","0","1","2500","788","1930","1","A2","255000","09-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5310","60"," ","A6","96 GLOVER STREET                         ","            ","10308","1","0","1","2500","648","1920","1","A6","217456","08-12-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5311","69"," ","A5","29 WALNUT AVENUE                         ","            ","10308","1","0","1","3450","1298","1975","1","A5","372300","12-11-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5312","45"," ","A5","81 ARMSTRONG AVENUE                      ","            ","10308","1","0","1","1701","936","1975","1","A5","345000","04-20-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5312","51"," ","A5","89 ARMSTRONG AVENUE                      ","            ","10308","1","0","1","1360","1336","1989","1","A5","355000","12-14-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5315","66"," ","A5","27 ROBINSON AVENUE                       ","            ","10312","1","0","1","1275","1465","1989","1","A5","335000","01-11-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5315","95"," ","A5","83 ROBINSON AVENUE                       ","            ","10312","1","0","1","1169","1065","1990","1","A5","335000","12-17-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5316","34"," ","A1","46 ROBINSON AVENUE                       ","            ","10312","1","0","1","3400","2700","2006","1","A1","407162","01-27-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5316","60"," ","A5","27 GROTON STREET                         ","            ","10312","1","0","1","2376","1528","1998","1","A5","415000","01-25-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5316","75"," ","A1","59 GROTON STREET                         ","            ","10312","1","0","1","3400","1875","1970","1","A1","0","09-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5316","93"," ","A1","95 GROTON STREET                         ","            ","10312","1","0","1","3400","768","1930","1","A1","0","04-12-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5317","25"," ","A5","60 GROTON STREET                         ","            ","10312","1","0","1","2465","1224","1970","1","A5","449500","07-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5318","27"," ","A5","56 LITTLEFIELD AVENUE                    ","            ","10312","1","0","1","2448","1374","1975","1","A5","370000","12-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5318","70"," ","A5","55 THORNYCROFT AVENUE                    ","            ","10312","1","0","1","2380","1440","1975","1","A5","348448","11-24-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5318","80"," ","A5","69 THORNYCROFT AVENUE                    ","            ","10312","1","0","1","1950","1683","1975","1","A5","0","10-30-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5318","81"," ","A5","73 THORNYCROFT AVENUE                    ","            ","10312","1","0","1","2125","1683","1975","1","A5","375000","08-17-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5319","34"," ","A5","44 THORNYCROFT AVENUE                    ","            ","10312","1","0","1","2210","1292","1980","1","A5","420000","08-14-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5320","96"," ","A5","21 SEACREST AVENUE                       ","            ","10312","1","0","1","2800","1350","1975","1","A5","0","10-06-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5435","4"," ","A1","5 HARDY PLACE                            ","            ","10308","1","0","1","7735","1746","1925","1","A1","460000","09-22-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5435","25"," ","A9","46 RHETT AVENUE                          ","            ","10308","1","0","1","2500","1204","1965","1","A9","395000","03-28-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5441","80"," ","A1","74 WOODLAND AVENUE                       ","            ","10308","1","0","1","6210","1152","1920","1","A1","375000","10-06-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5441","103"," ","A1","30 WOODLAND AVENUE                       ","            ","10308","1","0","1","5500","1248","1920","1","A1","0","11-04-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","75"," ","A9","253 COLON AVENUE                         ","            ","10308","1","0","1","2277","1752","1978","1","A9","405000","07-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","251"," ","A1","227 ELVERTON AVENUE                      ","            ","10308","1","0","1","2400","1680","1997","1","A1","373000","12-30-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","281"," ","A9","88 STIEG AVENUE                          ","            ","10308","1","0","1","2300","1472","1976","1","A9","422900","03-01-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","300"," ","A5","126 STIEG AVENUE                         ","            ","10308","1","0","1","3100","1680","1997","1","A5","495000","01-19-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","332"," ","A1","115 STIEG AVENUE                         ","            ","10308","1","0","1","4000","1138","1976","1","A1","680000","05-02-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5442","337"," ","A9","105 STIEG AVENUE                         ","            ","10308","1","0","1","2300","1752","1976","1","A9","0","04-01-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5445","13"," ","A2","325 DOANE AVENUE                         ","            ","10308","1","0","1","4000","1996","1977","1","A2","0","12-28-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5446","16"," ","A1","329 COLON AVENUE                         ","            ","10308","1","0","1","2304","1800","1980","1","A1","0","10-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","12"," ","A1","403 ELVERTON AVENUE                      ","            ","10308","1","0","1","2500","3150","1993","1","A1","521250","10-21-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","56"," ","A5","35 ERIC LANE                             ","            ","10308","1","0","1","735","2005","1990","1","A5","288400","12-23-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","106"," ","A5","39 LEXINGTON LANE                        ","            ","10308","1","0","1","2695","1240","1992","1","A5","0","04-06-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","106"," ","A5","39 LEXINGTON LANE                        ","            ","10308","1","0","1","2695","1240","1992","1","A5","0","10-12-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","150"," ","A5","70 ERIC LANE                             ","            ","10308","1","0","1","856","1576","1990","1","A5","310000","07-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5447","163"," ","A5","38 ERIC LANE                             ","            ","10308","1","0","1","896","1690","1990","1","A5","290705","04-04-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5449","47"," ","A9","440 DOANE AVENUE                         ","            ","10308","1","0","1","3000","960","1970","1","A9","0","04-13-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5450","42"," ","A5","456 ARTHUR KILL ROAD                     ","            ","10308","1","0","1","2619","1920","2003","1","A5","417150","07-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5450","80"," ","A5","14 DORIT COURT                           ","            ","10308","1","0","1","2436","2376","1994","1","A5","0","10-05-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5450","86"," ","A2","416 GIFFORDS LANE                        ","            ","10308","1","0","1","5150","984","1925","1","A2","425000","08-10-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5452","20"," ","A9","8 WILSON AVENUE                          ","            ","10308","1","0","1","2465","1422","1965","1","A9","400000","03-30-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5452","28"," ","A5","20 COLON AVENUE                          ","            ","10308","1","0","1","4864","2800","2006","1","A5","300000","03-10-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5453","26"," ","A1","1 WILSON AVENUE                          ","            ","10308","1","0","1","2759","1320","1930","1","A1","400000","11-24-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5454","18"," ","A9","22 BROOKFIELD AVENUE                     ","            ","10308","1","0","1","2500","728","1965","1","A9","419900","09-28-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5454","102"," ","A1","33 BROOKFIELD AVENUE                     ","            ","10308","1","0","1","4000","1728","1965","1","A1","0","12-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5455","8"," ","A2","32 GENESEE AVENUE                        ","            ","10308","1","0","1","5000","772","1945","1","A2","345000","09-25-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5455","62"," ","A1","141 ABINGDON AVENUE                      ","            ","10308","1","0","1","4000","2002","1960","1","A1","0","08-23-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5456","4"," ","A1","364 LEVERETT AVENUE                      ","            ","10308","1","0","1","6600","1560","1970","1","A1","560000","03-01-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5456","35"," ","A9","154 BROOKFIELD AVENUE                    ","            ","10308","1","0","1","2500","1152","1965","1","A9","386000","07-29-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5456","115"," ","A2","252 COLON AVENUE                         ","            ","10308","1","0","1","4080","1008","1975","1","A2","449900","09-17-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5457","55"," ","A9","295 ABINGDON AVENUE                      ","            ","10308","1","0","1","2400","1236","1975","1","A9","440000","03-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5457","117"," ","A1","296 COLON AVENUE                         ","            ","10308","1","0","1","4200","1612","1979","1","A1","538000","04-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5458","95"," ","A9","416 COLON AVENUE                         ","            ","10308","1","0","1","2121","1092","1975","1","A9","395000","04-21-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5459","15"," ","A9","384 BROOKFIELD AVENUE                    ","            ","10308","1","0","1","2100","1540","1975","1","A9","387500","03-09-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5459","62"," ","A5","462 COLON AVENUE                         ","            ","10308","1","0","1","2700","1540","1975","1","A5","360000","08-05-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5459","88"," ","A9","399 BROOKFIELD AVENUE                    ","            ","10308","1","0","1","3000","2200","1975","1","A9","485000","01-12-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5460","118"," ","A9","134 WILSON AVENUE                        ","            ","10308","1","0","1","2760","1276","1975","1","A9","0","07-31-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5460","122"," ","A9","122 WILSON AVENUE                        ","            ","10308","1","0","1","2573","1276","1975","1","A9","435000","04-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5461","37"," ","A2","78 NOTRE DAME AVENUE                     ","            ","10308","1","0","1","3895","1050","1970","1","A2","490000","03-04-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5461","58"," ","A1","115 WILSON AVENUE                        ","            ","10308","1","0","1","5151","3250","2001","1","A1","0","07-20-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5461","71"," ","A2","65 WILSON AVENUE                         ","            ","10308","1","0","1","7074","1852","1965","1","A2","410000","04-25-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5464","26"," ","A1","374 KATAN AVENUE                         ","            ","10308","1","0","1","3977","1716","1970","1","A1","0","04-05-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5464","57"," ","A1","42 NOTRE DAME AVENUE                     ","            ","10308","1","0","1","5480","1716","1970","1","A1","0","02-26-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5464","65"," ","A1","203 LAMOKA AVENUE                        ","            ","10308","1","0","1","4000","1820","1970","1","A1","569000","02-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5467","62"," ","A1","351 KATAN AVENUE                         ","            ","10308","1","0","1","4141","1720","1960","1","A1","570000","12-21-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5468","51"," ","A9","5 EAST FIGUREA AVENUE                    ","            ","10308","1","0","1","4343","1880","1970","1","A9","462000","10-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5469","32"," ","A1","72 GENESEE AVENUE                        ","            ","10308","1","0","1","4000","1848","1970","1","A1","615000","04-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5469","32"," ","A1","72 GENESEE AVENUE                        ","            ","10308","1","0","1","4000","1848","1970","1","A1","350000","09-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5472","12"," ","A9","430 LEVERETT AVENUE                      ","            ","10308","1","0","1","3400","1920","1970","1","A9","0","02-03-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5472","46"," ","A9","13 EAST STROUD AVENUE                    ","            ","10308","1","0","1","3000","1080","1970","1","A9","0","08-03-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5473","32"," ","A9","8 EAST READING AVENUE                    ","            ","10308","1","0","1","2304","1600","1976","1","A9","370000","01-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5473","36"," ","A9","383 LEVERETT AVENUE                      ","            ","10308","1","0","1","3328","1600","1976","1","A9","415000","05-03-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5473","51"," ","A9","407 LEVERETT AVENUE                      ","            ","10308","1","0","1","2288","1600","1976","1","A9","405000","10-13-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5473","56"," ","A9","419 LEVERETT AVENUE                      ","            ","10308","1","0","1","2288","1600","1976","1","A9","390000","11-12-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5473","58"," ","A9","425 LEVERETT AVENUE                      ","            ","10308","1","0","1","2288","1600","1976","1","A9","390000","07-01-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5476","12"," ","A9","42 EAST MACON AVENUE                     ","            ","10308","1","0","1","2542","1440","1975","1","A9","435000","07-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5477","1"," ","A9","993 ARMSTRONG AVENUE                     ","            ","10308","1","0","1","3200","1600","1970","1","A9","480000","07-15-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5477","20"," ","A9","18 EAST BRANDIS AVENUE                   ","            ","10308","1","0","1","2500","2223","1975","1","A9","525000","04-18-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5477","20"," ","A9","18 EAST BRANDIS AVENUE                   ","            ","10308","1","0","1","2500","2223","1975","1","A9","215000","08-11-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5477","39"," ","A9","11 EAST MACON AVENUE                     ","            ","10308","1","0","1","2500","2293","1975","1","A9","400000","02-05-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5478","12"," ","A9","386 GURLEY AVENUE                        ","            ","10308","1","0","1","2500","1582","1970","1","A9","452000","03-07-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5479","16"," ","A5","8 LENNON COURT                           ","            ","10308","1","0","1","4515","1800","1989","1","A5","420000","02-05-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5479","77"," ","A5","10 ABINGDON COURT                        ","            ","10308","1","0","1","1734","1800","1989","1","A5","370000","08-19-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5479","84"," ","A5","32 ABINGDON COURT                        ","            ","10308","1","0","1","3264","1800","1989","1","A5","339690","07-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5479","89"," ","A5","48 ABINGDON COURT                        ","            ","10308","1","0","1","1734","1800","1989","1","A5","385000","01-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5481","70"," ","A9","122 DEMOPOLIS AVENUE                     ","            ","10308","1","0","1","2500","1900","1980","1","A9","332500","12-21-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5483","45"," ","A9","422 KATAN AVENUE                         ","            ","10308","1","0","1","2727","1480","1970","1","A9","465000","05-12-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5484","29"," ","A9","337 CORTELYOU AVENUE                     ","            ","10312","1","0","1","2600","1564","1970","1","A9","430000","11-05-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5485","56"," ","A9","356 CORTELYOU AVENUE                     ","            ","10312","1","0","1","2400","1344","1980","1","A9","435000","12-17-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5486","59"," ","A9","449 KATAN AVENUE                         ","            ","10308","1","0","1","2639","1368","1975","1","A9","403000","04-27-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5486","62"," ","A9","455 KATAN AVENUE                         ","            ","10308","1","0","1","2604","1368","1975","1","A9","430000","03-16-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","25"," ","A9","203 RIDGEWOOD AVENUE                     ","            ","10312","1","0","1","2392","1092","1970","1","A9","0","07-30-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","33"," ","A9","219 RIDGEWOOD AVENUE                     ","            ","10312","1","0","1","2392","1092","1970","1","A9","0","03-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","43"," ","A9","237 RIDGEWOOD AVENUE                     ","            ","10312","1","0","1","2704","1176","1970","1","A9","365000","10-08-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","82"," ","A9","322 CORTELYOU AVENUE                     ","            ","10312","1","0","1","2300","1408","1970","1","A9","427000","03-15-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","131"," ","A1","27 STANLEY CIRCLE                        ","            ","10308","1","0","1","4230","1500","1970","1","A1","435000","10-26-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","208"," ","A9","155 EAST FIGUREA AVENUE                  ","            ","10308","1","0","1","2484","2080","1970","1","A9","397900","11-23-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","223"," ","A9","271 CORTELYOU AVENUE                     ","            ","10312","1","0","1","2503","1512","1970","1","A9","420000","08-27-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","261"," ","A1","44 STANLEY CIRCLE                        ","            ","10308","1","0","1","4268","1408","1970","1","A1","0","12-02-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","261"," ","A1","44 STANLEY CIRCLE                        ","            ","10308","1","0","1","4268","1408","1970","1","A1","0","09-29-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5487","319"," ","A5","24 PATTY COURT                           ","            ","10312","1","0","1","714","1354","1991","1","A5","327500","04-07-16"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5489","2"," ","A2","245 RIDGEWOOD AVENUE                     ","            ","10312","1","0","1","4500","1911","1970","1","A2","0","09-16-15"
"5","GREAT KILLS              ","01  ONE FAMILY DWELLINGS                    ","1","5489","22"," ","A2","281 RIDGEWOOD AVENUE                     ","            ","10312","1","0","1","4000","1911","1970","1","A2","0","01-27-16"
