"Bronx Rolling Sales File.  All Sales From July 2015 - June 2016.",,,,,,,,,,,,,,,,,,,,
"Sales File as of 6/30/2016  Co-op Sales Files as of 7/2/2016",,,,,,,,,,,,,,,,,,,,
"Neighborhood Names and Descriptive Data as of 5/26/2016",,,,,,,,,,,,,,,,,,,,
"Building Class Category is based on Building Class at Time of Sale.",,,,,,,,,,,,,,,,,,,,
"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"2","CASTLE HILL/UNIONPORT    ","10  COOPS - ELEVATOR APARTMENTS             ","2","3794","13"," ","D4","1966 NEWBOLD AVENUE, 207                 ","            ","10472","0","0","0","0","0","1967","2","D4","93000","06-02-16"
"2","CASTLE HILL/UNIONPORT    ","22  STORE BUILDINGS                         ","4","3615","28"," ","K1","2202 LAFAYETTE AVENUE                    ","            ","10473","0","6","6","20000","8840","1965","4","K1","0","07-31-15"
"2","CASTLE HILL/UNIONPORT    ","22  STORE BUILDINGS                         ","4","3733","1"," ","K1","1903 BRUCKNER BOULEVARD                  ","            ","10472","0","1","1","10976","5066","1930","4","K1","850000","03-08-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3579","40"," ","G7","660 ZEREGA AVENUE                        ","            ","10473","0","0","0","144562","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3697","11"," ","G7","2308 HERMANY AVENUE                      ","            ","10473","0","0","0","20615","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3697","16"," ","G7","2312 HERMANY AVENUE                      ","            ","10473","0","0","0","10307","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3697","18"," ","G1","2328 HERMANY AVENUE                      ","            ","10473","0","2","2","111672","23393","1967","4","G1","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3698","31"," ","G7","2346 STORY AVENUE                        ","            ","10473","0","0","0","5150","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3698","34"," ","G7","2348 STORY AVENUE                        ","            ","10473","0","0","0","5150","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3698","47"," ","G7","861 ZEREGA AVENUE                        ","            ","10473","0","0","0","19734","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","29  COMMERCIAL GARAGES                      ","4","3698","58"," ","G7","2347 HERMANY AVENUE                      ","            ","10473","0","0","0","10307","0","0","4","G7","0","04-12-16"
"2","CASTLE HILL/UNIONPORT    ","41  TAX CLASS 4 - OTHER                     ","4","3759","7"," ","Z9","1112 WHITE PLAINS ROAD                   ","            ","10472","0","0","0","2500","0","0","4","Z9","138000","11-19-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5624","4"," ","A9","2 ROCHELLE STREET                        ","            ","10464","1","0","1","5800","2300","1970","1","A9","899000","05-25-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5625","130"," ","A2","50 MARINE STREET                         ","            ","10464","1","0","1","2640","1363","1945","1","A2","0","12-01-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5625","135"," ","A2","56 MARINE STREET                         ","            ","10464","1","0","1","9000","2746","1950","1","A2","750000","10-08-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5625","177"," ","A2","73 BUCKLEY STREET                        ","            ","10464","1","0","1","4500","1500","1915","1","A2","0","08-18-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5625","236"," ","A2","123 HORTON STREET                        ","            ","10464","1","0","1","4010","974","1945","1","A2","500000","09-22-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","131"," ","A1","78 REYNOLDS STREET                       ","            ","10464","1","0","1","3255","1672","1925","1","A1","475000","09-25-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","137"," ","A1","90 REYNOLDS ST                           ","            ","10464","1","0","1","3321","1659","1935","1","A1","0","08-20-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","162"," ","A2","71 REYNOLDS STREET                       ","            ","10464","1","0","1","4750","2800","1950","1","A2","300000","02-19-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","164"," ","A1","67 REYNOLD STREET                        ","            ","10464","1","0","1","2375","1284","1925","1","A1","0","08-17-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","166"," ","A2","63 REYNOLDS STREET                       ","            ","10464","1","0","1","4750","1581","1925","1","A2","0","11-16-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","255"," ","A1","30 EARLEY STREET                         ","            ","10464","1","0","1","5700","2206","1980","1","A1","950000","04-21-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","274"," ","A1","80 EARLEY STREET                         ","            ","10464","1","0","1","4750","1408","1925","1","A1","750000","12-22-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","316"," ","A2","33 EARLEY STREET                         ","            ","10464","1","0","1","4750","1007","1925","1","A2","430000","09-10-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5626","320"," ","A2","25 EARLEY                                ","            ","10464","1","0","1","13932","4568","1980","1","A2","0","02-11-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5627","35"," ","A1","41 CENTRE STREET                         ","            ","10464","1","0","1","5000","1742","1901","1","A1","575000","10-29-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5627","107"," ","S1","229 CITY ISLAND AVE                      ","            ","10464","1","1","2","2135","2250","1900","1","S1","10","09-01-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5628","37"," ","A1","45 SCHOFIELD STREET                      ","            ","10464","1","0","1","3566","1134","1930","1","A1","449000","07-17-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5628","47"," ","A6","23 SCHOFIELD STREET                      ","            ","10464","1","0","1","1350","680","1920","1","A6","199000","12-31-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5628","135"," ","A6","93 SCHOFIELD STREET                      ","            ","10464","1","0","1","2977","458","1920","1","A6","10","09-01-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5629","30"," ","A2","48 FORDHAM STREET                        ","            ","10464","1","0","1","2504","1026","1925","1","A2","367000","03-18-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5629","31"," ","A2","50 FORDHAM STREET                        ","            ","10464","1","0","1","2508","1026","1925","1","A2","200000","01-15-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5629","131"," ","A2","60 HAWKINS STREET                        ","            ","10464","1","0","1","2513","540","1935","1","A2","325000","11-24-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5629","218"," ","A5","96 HAWKINS STREET                        ","            ","10464","1","0","1","2513","1782","1965","1","A5","475000","06-01-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5630","50"," ","A1","93 HAWKINS STREET                        ","            ","10464","1","0","1","5000","1738","1920","1","A1","450000","02-08-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5631","135"," ","S1","321 CITY ISLAND AVENUE                   ","            ","10464","1","1","2","1524","2160","1900","1","S1","2000000","11-12-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5631","136"," ","S1","323 CITY ISLAND AVENUE                   ","            ","10464","1","1","2","1544","2160","1900","1","S1","0","11-12-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5631","137"," ","S1","325 CITY ISLAND AVENUE                   ","            ","10464","1","1","2","1543","2160","1900","1","S1","0","11-12-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5631","138"," ","S1","327 CITY ISLAND AVENUE                   ","            ","10464","1","1","2","1537","2160","1900","1","S1","0","11-12-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5631","139"," ","S1","329 CITY ISLAND AVENUE                   ","            ","10464","1","1","2","1543","2160","1901","1","S1","0","11-12-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5632","105"," ","A2","68 TIER STREET                           ","            ","10464","1","0","1","2525","794","1940","1","A2","250000","11-18-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5632","171"," ","A2","75 BAY STREET                            ","            ","10464","1","0","1","2500","1512","1940","1","A2","397000","11-06-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5635","36"," ","A1","525 MINNIEFORD AVENUE                    ","            ","10464","1","0","1","2500","1345","1925","1","A1","162500","08-05-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5635","111"," ","A1","553 MINNIEFORD AVENUE                    ","            ","10464","1","0","1","4975","1945","1901","1","A1","0","08-07-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5639","20"," ","A2","162 MARINE STREET                        ","            ","10464","1","0","1","2502","780","1920","1","A2","180000","04-04-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5639","104"," ","A6","155 HORTON STREET                        ","            ","10464","1","0","1","5004","1200","1960","1","A6","388000","01-14-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5643","164"," ","A2","182 FORDHAM STREET                       ","            ","10464","1","0","1","7360","2509","1950","1","A2","670000","10-08-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5643","188"," ","A5","277 FORDHAM PLACE                        ","            ","10464","1","0","1","2570","1791","1970","1","A5","372500","02-23-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5643","201"," ","A1","183 HAWKINS STREET                       ","            ","10464","1","0","1","2322","1254","1940","1","A1","185740","08-28-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5644","51"," ","A2","187 FORDHAM STREET                       ","            ","10464","1","0","1","2460","504","1945","1","A2","324450","12-18-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5644","162"," ","A1","148 REVILLE STREET                       ","            ","10464","1","0","1","2395","2137","2005","1","A1","0","09-03-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5644","351"," ","A2","351 FORDHAM PLACE                        ","            ","10464","1","0","1","3543","396","1920","1","A2","300000","07-22-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5644","351"," ","A2","351 FORDHAM PLACE                        ","            ","10464","1","0","1","3543","396","1920","1","A2","0","07-22-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5644","405"," ","A1","155 REVILLE STREET                       ","            ","10464","1","0","1","2828","1759","1965","1","A1","415900","09-28-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5645","37"," ","A2","419 MINNIEFORD AVENUE                    ","            ","10464","1","0","1","3742","852","1930","1","A2","415000","08-13-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5645","105"," ","A2","410 KING AVENUE                          ","            ","10464","1","0","1","5000","1725","1920","1","A2","0","05-05-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5645","107"," ","A2","416 KING AVENUE                          ","            ","10464","1","0","1","4688","1084","1948","1","A2","405000","01-12-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5645","293"," ","A1","229 DITMARS STREET                       ","            ","10464","1","0","1","2467","2142","1970","1","A1","315000","02-29-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5646","32"," ","A2","461D MINNIEFORD AVENUE                   ","            ","10464","1","0","1","1470","589","1925","1","A2","157261","06-06-16"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5647","3"," ","A1","504 MINNIEFORD AVENUE                    ","            ","10464","1","0","1","5000","2600","1899","1","A1","640000","10-26-15"
"2","CITY ISLAND              ","01  ONE FAMILY DWELLINGS                    ","1","5648","134"," ","A1","626 KING AVENUE                          ","            ","10464","1","0","1","52500","2323","1920","1","A1","1200000","12-16-15"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5625","134"," ","B1","54 MARINE STREET                         ","            ","10464","2","0","2","2698","1940","1945","1","B1","650000","03-24-16"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5626","200"," ","B3","70 PELL PLACE                            ","            ","10464","2","0","2","3135","1125","1950","1","B3","312724","07-09-15"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5627","80"," ","B3","72 SCHOFIELD STREET                      ","            ","10464","2","0","2","10690","2776","1901","1","B3","10","08-20-15"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5627","118"," ","B2","103 CENTRE STREET                        ","            ","10464","2","0","2","3599","1728","1920","1","B2","100000","01-12-16"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5629","24"," ","B2","36 FORDHAM STREET                        ","            ","10464","2","0","2","4116","1800","1925","1","B2","570000","02-29-16"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5629","112"," ","B3","20 HAWKINS STREET                        ","            ","10464","2","0","2","51932","2544","1960","1","B3","1625000","03-01-16"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5632","40"," ","B1","43 BAY STREET                            ","            ","10464","2","0","2","2367","2000","1963","1","B1","0","09-30-15"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5636","13"," ","S2","626 CITY ISLAND AVENUE                   ","            ","10464","2","1","3","7800","2100","1959","1","S2","695000","04-08-16"
"2","CITY ISLAND              ","02  TWO FAMILY DWELLINGS                    ","1","5641","294"," ","B3","216 CITY ISLAND AVE                      ","            ","10464","2","0","2","4387","1549","1920","1","B3","10","09-01-15"
"2","CITY ISLAND              ","03  THREE FAMILY DWELLINGS                  ","1","5633","119"," ","C0","373 CITY ISLAND AVE                      ","            ","10464","3","0","3","3918","1124","1945","1","C0","0","04-26-16"
"2","CITY ISLAND              ","03  THREE FAMILY DWELLINGS                  ","1","5635","42"," ","C0","511 MINNIEFORD AVENUE                    ","            ","10464","3","0","3","5000","3750","1990","1","C0","699000","01-29-16"
"2","CITY ISLAND              ","03  THREE FAMILY DWELLINGS                  ","1","5640","1"," ","C0","90 CITY ISLAND AVENUE                    ","            ","10464","3","0","3","8322","3080","1899","1","C0","0","03-31-16"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5641","1073"," ","R3","190 SCHOFIELD ST                         ","2-K         ","10464","1","0","1","0","0","0","1","R3","115000","04-05-16"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5641","1076"," ","R3","170 SCHOFIELD STREET                     ","2-N         ","10464","1","0","1","0","0","0","1","R3","150000","07-02-15"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5641","1081"," ","R3","170 SCHOFIELD STREET                     ","3-D         ","10464","1","0","1","0","0","0","1","R3","220000","12-17-15"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5641","1081"," ","R3","170 SCHOFIELD STREET                     ","3-D         ","10464","1","0","1","0","0","0","1","R3","0","12-17-15"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5641","1091"," ","R3","170 SCHOFIELD STREET                     ","3-N         ","10464","1","0","1","0","0","0","1","R3","216000","12-01-15"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5642","1043"," ","R3","25 DEEP WATER WAY                        ","43","10464","1","0","1","0","0","0","1","R3","485000","04-28-16"
"2","CITY ISLAND              ","04  TAX CLASS 1 CONDOS                      ","1A","5645","1007"," ","R3","244 BOWNE STREET                         ","244-A       ","10464","1","0","1","0","0","2003","1","R3","475000","05-27-16"
"2","CITY ISLAND              ","05  TAX CLASS 1 VACANT LAND                 ","1B","5625","190"," ","V0","N/A BUCKLEY STREET                       ","            ","10464","0","0","0","8029","0","0","1","V0","0","03-24-16"
"2","CITY ISLAND              ","05  TAX CLASS 1 VACANT LAND                 ","1B","5625","192"," ","V0","BUCKLEY STREET                           ","            ","10464","0","0","0","7958","0","0","1","V0","0","12-01-15"
"2","CITY ISLAND              ","05  TAX CLASS 1 VACANT LAND                 ","1B","5644","265"," ","V0","N/A FORDHAM STREET                       ","            ","10464","0","0","0","5609","0","0","1","V0","0","07-22-15"
"2","CITY ISLAND              ","06  TAX CLASS 1 - OTHER                     ","1","5624","104"," ","G0","82A ROCHELLE STREET                      ","            ","10464","0","0","0","186","0","1950","1","G0","0","05-25-16"
"2","CITY ISLAND              ","07  RENTALS - WALKUP APARTMENTS             ","2A","5626","287"," ","C2","181 CITY ISLAND AVENUE                   ","            ","10464","6","0","6","2358","5175","1925","2","C2","0","03-14-16"
"2","CITY ISLAND              ","07  RENTALS - WALKUP APARTMENTS             ","2A","5626","288"," ","C2","183 CITY ISLAND AVENUE                   ","            ","10464","6","0","6","2358","4485","1925","2","C2","0","03-14-16"
"2","CITY ISLAND              ","07  RENTALS - WALKUP APARTMENTS             ","2A","5626","787"," ","C2","187 CITY ISLAND AVENUE                   ","            ","10464","6","0","6","2358","4485","1925","2","C2","0","03-14-16"
"2","CITY ISLAND              ","07  RENTALS - WALKUP APARTMENTS             ","2A","5646","1"," ","C2","450 CITY ISLAND AVENUE                   ","            ","10464","6","0","6","2084","4650","1928","2","C2","775000","12-08-15"
"2","CITY ISLAND              ","09  COOPS - WALKUP APARTMENTS               ","2C","5633","29"," ","C6","33 TIER STREET, A1                       ","            ","10464","0","0","0","0","0","1900","2","C6","395000","07-29-15"
"2","CITY ISLAND              ","09  COOPS - WALKUP APARTMENTS               ","2C","5633","29"," ","C6","33 TIER STREET, H3                       ","            ","10464","0","0","0","0","0","1900","2","C6","299021","09-03-15"
"2","CITY ISLAND              ","09  COOPS - WALKUP APARTMENTS               ","2C","5633","29"," ","C6","33 TIER STREET, C                        ","            ","10464","0","0","0","0","0","1900","2","C6","717500","12-23-15"
"2","CITY ISLAND              ","09  COOPS - WALKUP APARTMENTS               ","2C","5633","29"," ","C6","33 TIER STREET, H1                       ","            ","10464","0","0","0","0","0","1900","2","C6","599000","05-24-16"
"2","CITY ISLAND              ","14  RENTALS - 4-10 UNIT                     ","2A","5636","26"," ","S9","650 CITY ISLAND AVENUE                   ","            ","10464","3","2","5","8775","2580","1910","2","S9","420000","07-17-15"
"2","CITY ISLAND              ","21  OFFICE BUILDINGS                        ","4","5629","236"," ","O2","261 CITY ISLAND AVENUE                   ","            ","10464","0","2","2","5500","3900","1987","4","O2","899000","09-01-15"
"2","CITY ISLAND              ","36  OUTDOOR RECREATIONAL FACILITIES         ","4","5634","90"," ","Q8","BOWNE STREET                             ","            ","0","0","1","1","14200","200","1931","4","Q8","305475","02-11-16"
"2","CITY ISLAND              ","44  CONDO PARKING                           ","4","5641","1050"," ","RG","170 SCHOFIELD STREET                     ","PKG10       ","10464","0","0","1","0","0","0","4","RG","0","07-02-15"
"2","CITY ISLAND-PELHAM STRIP ","01  ONE FAMILY DWELLINGS                    ","1","5651","10"," ","A1","18 SHORE ROAD                            ","            ","10803","1","0","1","9787","2200","1940","1","A1","0","01-27-16"
"2","CITY ISLAND-PELHAM STRIP ","01  ONE FAMILY DWELLINGS                    ","1","5651","62"," ","A9","1436 ROOSEVELT AVENUE                    ","            ","10803","1","0","1","6400","2686","1958","1","A9","977777","09-18-15"
"2","CITY ISLAND-PELHAM STRIP ","01  ONE FAMILY DWELLINGS                    ","1","5651","242"," ","A1","7 ELM TREE LANE                          ","            ","10803","1","0","1","14520","2814","1979","1","A1","850000","07-15-15"
"2","CITY ISLAND-PELHAM STRIP ","01  ONE FAMILY DWELLINGS                    ","1","5652","75"," ","A2","151 PARK DRIVE                           ","            ","10803","1","0","1","12500","2200","1940","1","A2","835000","02-22-16"
"2","CITY ISLAND-PELHAM STRIP ","05  TAX CLASS 1 VACANT LAND                 ","1B","5652","79"," ","V0","PARK DRIVE                               ","            ","10464","0","0","0","6250","0","0","1","V0","100000","02-22-16"
"2","CO-OP CITY               ","30  WAREHOUSES                              ","4","5246","45"," ","E1","3330-3333 DELAVALL AVE                   ","            ","10475","0","2","2","8117","5900","1953","4","E1","850000","12-15-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5320","15"," ","A5","1112 ELLSWORTH AVENUE                    ","            ","10465","1","0","1","1444","1653","1960","1","A5","0","02-12-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5320","20"," ","A5","1122 ELLSWORTH AVENUE                    ","            ","10465","1","0","1","1505","1453","1960","1","A5","460000","09-04-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5321","18"," ","A1","1120 THROGMORTON AVENUE                  ","            ","10465","1","0","1","2375","1320","1903","1","A1","325000","08-03-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5322","16"," ","A5","1118 VINCENT AVENUE                      ","            ","10465","1","0","1","2375","1988","1960","1","A5","240000","10-05-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5322","17"," ","A5","1120 VINCENT AVENUE                      ","            ","10465","1","0","1","2375","1988","1960","1","A5","300000","10-30-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5324","6"," ","A1","3187 FAIRMOUNT AVENUE                    ","            ","10465","1","0","1","2500","1696","1920","1","A1","405600","10-22-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5324","37"," ","A1","1159 VINCENT AVENUE                      ","            ","10465","1","0","1","4750","2328","1920","1","A1","610000","12-14-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5325","3"," ","A2","3215 FAIRMOUNT AVE                       ","            ","10465","1","0","1","2500","1305","1940","1","A2","210000","12-15-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5325","3"," ","A2","3215 FAIRMOUNT AVE                       ","            ","10465","1","0","1","2500","1305","1940","1","A2","150000","08-21-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5328","27"," ","A5","1111 STADIUM AVE                         ","            ","10465","1","0","1","1501","1636","1955","1","A5","415000","10-14-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5330","7"," ","A2","3251 FAIRMOUNT AVENUE                    ","            ","10465","1","0","1","5000","700","1945","1","A2","0","07-16-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5330","15"," ","A5","3237 FAIRMOUNT AVENUE                    ","            ","10465","1","0","1","1684","1564","1955","1","A5","470000","10-21-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5342","27"," ","A2","1238 KEARNEY AVENUE                      ","            ","10465","1","0","1","3555","1820","1955","1","A2","545000","01-29-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5342","27"," ","A2","1238 KEARNEY AVENUE                      ","            ","10465","1","0","1","3555","1820","1955","1","A2","300000","10-26-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5344","20"," ","A1","3164 WATERBURY AVENUE                    ","            ","10465","1","0","1","1610","3044","1970","1","A1","430000","08-06-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5345","25"," ","A1","3195 BAISLEY AVENUE                      ","            ","10465","1","0","1","1830","1977","1930","1","A1","1","01-14-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5406","71"," ","A1","3176 RAWLINS AVENUE                      ","            ","10465","1","0","1","2125","1338","1925","1","A1","250000","05-17-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5406","119"," ","A1","3196 RAWLINS AVENUE                      ","            ","10465","1","0","1","3391","2118","1925","1","A1","0","09-28-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5406","142"," ","A1","3250 RAWLINS AVENUE                      ","            ","10465","1","0","1","4157","2576","2007","1","A1","845000","05-10-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5406","174"," ","A1","3253 WATERBURY AVENUE                    ","            ","10465","1","0","1","2500","1377","1925","1","A1","390000","10-06-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5406","197"," ","A1","3201 WATERBURY AVE                       ","            ","10465","1","0","1","5000","1828","1935","1","A1","0","04-08-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","46"," ","A1","3224 COUNTRY CLUB ROAD                   ","            ","10465","1","0","1","2344","1472","1925","1","A1","0","08-21-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","166"," ","A1","3189 RAWLINS AVENUE                      ","            ","10465","1","0","1","2733","1360","1925","1","A1","460000","07-24-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","169"," ","A1","3183 RAWLINS AVENUE                      ","            ","10465","1","0","1","2733","1512","1925","1","A1","150000","11-06-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","184"," ","A1","3163 RAWLINS AVENUE                      ","            ","10465","1","0","1","2143","1248","1925","1","A1","459000","07-21-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","244"," ","A1","3170 VALHALLA                            ","            ","10465","1","0","1","2250","836","1930","1","A1","0","04-22-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","261"," ","A1","3153 PARSIFAL PLACE                      ","            ","10465","1","0","1","2000","1280","1940","1","A1","0","04-07-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","267"," ","A1","3169 PARSIFAL PLACE                      ","            ","10465","1","0","1","2113","1920","1940","1","A1","480000","10-29-15"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5408","289"," ","A1","3184 PARSIFAL PLACE                      ","            ","10465","1","0","1","2184","1280","1925","1","A1","465000","02-29-16"
"2","COUNTRY CLUB             ","01  ONE FAMILY DWELLINGS                    ","1","5409","211"," ","A3","1270 STADIUM AVE                         ","            ","10465","1","0","1","5113","3468","1945","1","A3","0","11-03-15"
